1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	16	16	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	16	1	1	1	1	1	1
1	1	1	1	1	1	3	3	16	16	16	16	16	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	0	5	3	3	3	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	16	16	3	1	1	1	1	1
1	1	1	1	1	1	3	3	16	16	16	16	16	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	0	4	0	0	0	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	16	16	3	3	3	3	1	1
1	1	1	1	1	1	3	3	16	16	16	16	16	16	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	4	0	0	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	16	16	3	3	3	1	1	1
1	1	1	1	1	3	3	16	0	16	0	0	0	0	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	0	0	3	4	3	3	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	13	0	3	0	3	3	3	3	1	1	1
1	1	1	1	1	3	3	16	16	16	0	0	0	0	0	0	3	0	0	3	0	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	0	3	3	3	3	1	1	1	1	1	1	1	1	1	3	3	3	16	16	16	3	3	3	3	3	1	1	1	1	1	1	1	13	2	2	0	0	3	3	3	1	1	1	1	1	1
1	1	1	1	1	3	3	0	16	16	3	3	0	0	4	0	3	0	0	3	3	3	0	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	3	3	0	3	3	16	16	16	3	3	3	3	3	1	1	1	1	1	1	1	2	0	0	0	0	0	0	3	3	1	1	1	1	1
1	1	1	1	3	3	0	16	16	3	3	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	1	1	1	1	1	1	1	3	3	0	3	16	16	16	16	3	3	0	3	3	1	1	1	1	1	1	1	2	13	0	0	0	0	0	0	3	1	1	1	1	1
1	1	1	1	3	0	0	0	0	3	3	0	4	3	0	0	3	3	3	3	3	16	0	0	0	0	0	0	0	0	3	0	3	0	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	0	0	16	16	16	16	3	0	3	3	1	1	1	1	1	1	1	1	2	2	0	0	3	3	0	0	3	1	1	1	1	1
1	1	1	3	3	4	0	0	0	3	0	0	0	4	0	4	0	0	3	3	3	3	3	3	3	0	0	4	4	0	0	0	0	16	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	0	16	16	16	3	3	0	3	1	1	1	1	1	1	1	1	2	2	0	3	0	0	3	0	0	3	1	1	1	1	1
1	1	1	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	16	3	3	3	3	3	4	3	3	0	0	3	0	0	0	0	0	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	0	3	16	16	3	3	0	3	3	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	3	1	1	1	1	1
1	1	1	1	3	0	0	3	0	3	3	0	0	0	2	13	2	2	0	0	0	3	3	0	4	4	0	4	0	4	4	0	0	0	0	0	0	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	0	4	3	3	3	3	0	0	3	1	1	1	1	1	1	1	1	1	2	0	0	0	0	3	0	0	0	3	1	1	1	1	1
1	1	1	1	3	4	0	0	4	4	0	3	0	13	1	1	1	2	2	2	0	0	3	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	3	3	3	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	1	1	1	1	1	1	1	3	0	0	0	3	4	4	0	3	0	3	1	1	1	1	1	1	1	1	1	2	0	4	4	0	0	0	3	0	3	1	1	1	1	1
1	1	1	1	3	4	0	4	4	0	0	3	0	2	1	1	1	1	1	1	2	0	0	0	0	3	0	0	0	3	0	16	3	0	0	0	0	0	3	0	3	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	3	0	4	4	3	4	0	4	0	3	3	1	1	1	1	1	1	1	1	1	13	0	0	4	3	3	0	0	0	3	1	1	1	1	1
1	1	1	1	1	3	0	0	4	0	0	0	0	2	2	1	1	1	1	1	13	2	2	2	2	0	0	3	0	0	0	0	3	0	0	0	0	0	16	0	3	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	3	0	3	3	3	3	0	4	0	3	1	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	3	3	1	1	1	1	1
1	1	1	1	1	3	3	0	4	3	0	0	0	0	2	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	3	1	1	1	1	1	1	3	3	0	3	3	3	0	0	0	0	3	1	1	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	3	1	1	1	1	1	1
1	1	1	1	1	1	3	0	0	0	0	3	0	0	2	2	2	1	1	1	1	1	1	1	2	0	16	0	4	0	25	24	24	24	24	24	24	26	0	3	3	1	1	1	1	1	1	1	1	1	3	4	25	24	24	24	26	3	1	1	1	1	1	1	3	3	0	3	3	3	0	4	0	3	3	1	1	1	1	1	1	1	1	1	2	0	3	0	3	0	0	0	3	3	1	1	1	1	1	1
1	1	1	1	1	1	3	0	0	0	0	3	3	0	0	0	13	2	2	1	1	1	1	1	2	0	4	0	0	0	23	35	35	35	35	35	35	23	0	0	3	3	1	1	1	1	1	1	1	1	3	3	23	35	35	35	23	3	1	1	1	1	1	1	3	3	0	0	0	0	4	3	0	3	1	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	4	4	3	1	1	1	1	1	1	1
1	1	1	1	1	1	3	3	0	0	0	0	0	0	0	3	0	0	2	2	1	1	1	2	2	0	0	0	4	0	23	35	35	35	35	35	35	23	0	0	3	3	3	1	1	1	1	1	1	1	1	3	23	35	35	35	23	3	1	1	1	1	1	3	3	0	0	0	4	4	4	0	0	3	1	1	1	1	1	1	1	1	1	2	2	0	0	3	0	3	0	0	3	1	1	1	1	1	1	1
