1	1	1	1	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	15	15	15	15	1	1	1	1	1	1	1	1	1	1	1	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	15	15	15	15	15	1	1	1	1	1	1	1	1	1	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	15	15	15	14	15	15	15	15	1	1	1	1	16	16	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	15	15	15	15	15	15	15	15	1	16	16	16	16	16	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	15	15	15	15	15	14	15	16	16	16	16	16	16	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	15	15	15	15	15	15	14	0	0	16	16	16	0	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	15	15	15	0	14	0	0	0	0	0	0	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	15	15	15	0	0	0	0	15	0	0	0	0	0	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	16	15	15	15	14	0	0	0	0	0	0	0	0	0	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	16	16	16	15	0	0	0	25	24	24	24	24	26	0	0	0	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	16	16	16	14	0	15	0	23	29	29	29	29	23	0	0	0	0	16	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	16	16	16	0	0	0	0	23	29	29	29	29	23	0	0	15	0	0	3	3	1	1	1	3	3	0	0	0	0	0	0	3	3	1	1	1	1	1	1	1	1	1	1	1	1
